V1,V2,V3
*_SCFLD76_63948,<lmxll>,--,lm,--,--,lm,--,--,lm,--,--,lm,--,--,--,--,lm,--,lm,--,lm,--,ll,--,--,--,--,--,--,--,lm,--,--,--,--,lm,--,--,--,--,--,ll,--,ll,ll,--,ll,lm,lm,ll,lm,--,--,ll,ll,lm,--,ll,lm,--,lm,lm,--,lm,lm,--,ll,ll,ll,lm,lm,lm,lm,lm,lm,--,--,ll,--,ll,--,ll,--,--,lm,lm,--,ll,--,ll,--
*_SCFLD76_495558,<lmxll>,--,--,--,--,lm,--,--,--,ll,lm,--,--,--,ll,--,lm,ll,lm,ll,lm,--,ll,lm,--,--,--,ll,--,--,--,ll,--,ll,--,lm,--,ll,lm,--,--,ll,lm,--,ll,--,ll,lm,lm,--,lm,--,--,ll,ll,lm,ll,--,lm,--,lm,lm,lm,lm,--,lm,ll,ll,ll,lm,lm,--,--,lm,--,lm,ll,ll,lm,ll,lm,ll,--,lm,--,--,lm,--,ll,ll,ll
*_SCFLD76_528546,<lmxll>,--,--,--,--,--,--,--,lm,--,lm,--,--,--,ll,--,--,ll,--,--,--,lm,ll,--,--,--,ll,--,ll,ll,--,ll,--,ll,--,lm,ll,ll,lm,--,--,ll,--,lm,--,lm,ll,lm,--,ll,lm,lm,lm,ll,--,lm,ll,--,--,ll,--,lm,lm,--,lm,--,--,--,--,--,--,ll,lm,lm,--,--,ll,--,lm,--,lm,--,--,lm,lm,--,--,ll,--,ll,--
*_SCFLD76_528584,<lmxll>,--,ll,--,--,--,--,lm,lm,--,lm,lm,lm,--,ll,--,--,ll,--,--,--,lm,ll,lm,--,ll,ll,ll,ll,ll,--,ll,ll,ll,ll,lm,ll,ll,lm,--,--,ll,--,lm,ll,lm,ll,lm,--,ll,lm,lm,lm,ll,ll,lm,ll,ll,--,ll,--,lm,lm,--,lm,--,ll,--,--,--,--,ll,lm,lm,--,--,ll,--,lm,--,lm,--,--,lm,lm,--,--,ll,--,ll,--
*_SCFLD81_202581,<nnxnp>,--,nn,nn,--,np,np,--,np,--,np,--,np,--,--,--,nn,nn,np,nn,--,nn,--,--,--,--,nn,np,--,np,nn,--,--,nn,--,nn,np,np,nn,--,np,--,np,nn,np,nn,nn,np,--,np,nn,nn,nn,nn,nn,nn,--,--,--,nn,np,nn,nn,nn,np,nn,np,nn,np,nn,np,--,np,--,--,--,--,np,nn,nn,--,nn,--,--,nn,np,--,np,nn,nn,np
*_SCFLD81_440384,<nnxnp>,np,--,--,--,np,--,np,--,--,np,--,np,--,nn,--,nn,--,np,nn,np,nn,np,nn,--,--,--,np,np,np,nn,np,--,--,--,nn,np,--,nn,--,--,np,np,nn,np,nn,nn,np,--,--,nn,--,nn,nn,--,nn,--,--,np,nn,--,--,nn,np,np,nn,np,nn,--,nn,--,np,np,np,--,--,--,np,nn,nn,nn,nn,--,--,--,np,--,--,nn,nn,np
*_SCFLD81_440390,<nnxnp>,np,--,--,--,np,--,np,--,--,np,--,np,--,nn,--,nn,--,np,nn,np,nn,np,nn,--,--,--,np,np,np,nn,np,--,nn,--,nn,np,--,nn,--,--,np,np,nn,np,nn,nn,np,--,--,nn,--,nn,nn,--,nn,--,--,np,nn,--,--,nn,nn,np,nn,np,nn,--,nn,--,np,np,np,--,--,--,np,nn,nn,nn,nn,--,--,--,np,--,--,nn,nn,np
*_SCFLD81_440412,<nnxnp>,np,--,--,--,np,--,np,--,--,np,--,np,--,nn,--,nn,--,np,nn,np,--,np,nn,--,--,--,np,np,np,nn,--,--,--,--,nn,np,--,nn,--,--,np,--,nn,np,nn,nn,np,--,--,nn,--,nn,--,--,--,--,--,np,nn,--,--,nn,nn,np,nn,np,nn,--,nn,--,--,np,np,--,--,--,np,nn,nn,nn,--,--,--,--,np,--,--,--,nn,np
*_SCFLD81_440421,<nnxnp>,np,--,--,--,np,--,np,--,--,np,--,np,--,nn,--,nn,--,np,nn,np,nn,np,nn,--,--,--,np,np,np,nn,--,--,--,--,nn,np,--,nn,--,--,np,--,nn,np,nn,nn,np,--,--,nn,--,nn,--,--,--,--,--,np,nn,--,--,nn,nn,np,nn,np,nn,--,nn,--,--,np,np,--,--,--,np,nn,nn,nn,--,--,--,--,np,--,--,--,nn,np
*_SCFLD81_440464,<nnxnp>,--,--,--,--,--,--,np,np,--,np,--,--,--,nn,--,nn,--,np,nn,--,--,np,nn,--,--,nn,--,--,np,--,np,--,--,--,nn,np,--,nn,--,--,np,--,nn,--,--,nn,np,nn,np,nn,nn,nn,nn,nn,--,nn,nn,--,nn,np,nn,nn,nn,np,nn,--,--,--,nn,np,np,np,--,--,--,np,np,nn,nn,--,--,--,np,nn,np,--,np,nn,nn,np
