V1,V2,V3
*_SCFLD128_375267,<hkxhk>,--,--,hh,--,kk,--,hh,kk,--,hh,--,--,hk,hh,--,hk,kk,hk,kk,hk,kk,hk,--,--,--,kk,hk,hk,hk,hh,--,--,hk,--,kk,hk,hh,kk,--,--,hk,hk,kk,kk,--,hk,kk,hk,hk,hk,hk,hh,hk,--,--,hh,hh,--,hk,kk,hk,hk,hh,hh,hh,kk,kk,hh,hh,--,kk,hk,--,--,--,hh,hk,--,--,--,hh,--,hk,--,--,--,hk,kk,hh,--
*_SCFLD128_388372,<lmxll>,--,lm,ll,ll,lm,--,ll,--,ll,ll,lm,--,--,ll,--,lm,lm,--,lm,--,--,--,--,--,--,lm,lm,ll,lm,ll,ll,--,--,--,lm,--,ll,--,--,--,--,--,lm,--,ll,lm,lm,--,lm,lm,lm,ll,ll,lm,lm,ll,--,--,ll,lm,lm,ll,--,ll,ll,lm,--,--,--,ll,--,ll,lm,--,--,--,--,--,--,--,ll,--,--,ll,ll,--,ll,--,ll,--
*_SCFLD128_388379,<hkxhk>,--,hk,kk,kk,hh,--,kk,--,kk,kk,hk,--,--,--,--,--,hh,--,hh,--,--,--,--,--,--,hh,hk,hk,hk,kk,hk,--,hk,--,hh,--,kk,--,--,--,--,--,hh,--,hk,hk,hh,--,hk,hk,hk,kk,kk,hk,hk,kk,--,--,hk,hh,hk,hk,--,kk,kk,hh,--,--,--,kk,--,hk,hh,--,--,--,--,--,--,--,kk,--,--,kk,hk,--,hk,hh,kk,--
*_SCFLD128_443969,<nnxnp>,--,np,np,--,nn,--,np,--,--,np,--,--,--,np,--,np,nn,nn,nn,--,--,np,nn,--,np,nn,--,nn,np,np,nn,nn,--,nn,nn,nn,np,--,--,--,np,--,nn,--,nn,np,--,nn,--,np,--,np,--,np,--,--,np,--,nn,nn,np,nn,np,np,np,nn,--,--,np,np,nn,nn,nn,--,--,--,nn,--,np,--,np,--,--,np,nn,--,nn,--,--,nn
*_SCFLD128_443973,<lmxll>,--,ll,lm,--,ll,--,lm,--,--,lm,--,--,--,lm,--,ll,ll,lm,ll,--,--,ll,ll,--,ll,ll,--,lm,ll,lm,lm,ll,--,ll,ll,lm,lm,--,--,--,ll,--,ll,--,lm,ll,--,lm,--,ll,--,lm,--,ll,--,--,--,--,lm,--,ll,lm,lm,lm,--,ll,--,--,lm,lm,ll,lm,ll,--,--,--,lm,--,ll,--,lm,--,--,lm,lm,--,lm,--,--,lm
*_SCFLD128_478155,<nnxnp>,nn,--,--,--,nn,--,--,nn,--,np,np,nn,--,np,np,np,nn,nn,nn,nn,nn,np,nn,--,--,nn,np,nn,--,--,nn,--,--,--,--,--,np,nn,--,--,np,nn,nn,--,nn,np,nn,--,np,np,np,np,nn,--,np,np,--,--,--,nn,--,nn,np,np,np,nn,nn,np,np,--,nn,nn,nn,np,--,np,nn,--,np,--,--,--,np,--,nn,np,nn,nn,np,nn
*_SCFLD129_102537,<nnxnp>,--,--,nn,np,--,--,np,--,--,--,--,--,--,nn,nn,nn,nn,np,np,np,np,np,nn,--,np,nn,--,np,np,--,np,--,--,np,nn,--,np,--,--,--,np,np,--,np,nn,--,np,--,np,np,np,nn,np,--,nn,nn,nn,np,nn,--,nn,nn,--,--,nn,nn,nn,np,np,--,np,np,nn,nn,--,--,--,np,--,nn,nn,--,--,nn,np,np,np,--,--,np
*_SCFLD129_149122,<nnxnp>,--,--,np,--,nn,--,nn,nn,np,nn,--,--,--,np,--,--,np,nn,--,--,nn,nn,np,--,--,np,nn,--,--,--,--,np,--,--,np,nn,--,np,nn,--,nn,nn,nn,--,--,np,nn,--,--,nn,np,nn,nn,np,np,--,--,--,np,--,np,np,np,nn,np,--,--,nn,--,nn,nn,nn,np,np,--,nn,nn,--,--,--,np,--,--,--,--,--,nn,--,np,--
*_SCFLD129_173145,<nnxnp>,--,nn,np,--,nn,nn,nn,nn,--,nn,--,nn,--,np,--,--,--,--,nn,--,nn,nn,--,--,nn,np,--,--,nn,np,--,--,np,nn,--,--,nn,--,--,--,nn,nn,nn,--,np,--,--,np,nn,nn,np,np,nn,--,--,np,np,--,np,nn,--,--,np,nn,np,np,np,nn,nn,--,nn,nn,np,--,--,nn,nn,--,--,--,--,--,nn,np,--,--,nn,np,np,--
*_SCFLD129_221522,<nnxnp>,--,--,nn,--,np,--,np,--,nn,np,--,--,nn,nn,--,nn,nn,np,--,--,--,np,--,--,np,nn,np,--,--,--,np,nn,nn,--,nn,np,--,nn,--,--,np,np,np,np,nn,nn,np,nn,np,np,nn,nn,np,nn,nn,--,--,np,nn,--,nn,nn,--,np,nn,nn,np,--,np,--,--,np,nn,nn,--,np,np,--,nn,nn,--,--,--,--,np,--,np,--,nn,--
