V1,V2,V3
*_SCFLD40_100020,<nnxnp>,--,np,np,--,nn,np,np,--,--,np,--,nn,--,np,--,--,nn,--,--,--,np,--,--,--,--,nn,--,nn,nn,np,np,--,--,--,np,np,--,--,--,--,nn,np,--,--,--,nn,--,--,--,np,np,--,np,np,np,nn,--,nn,np,np,nn,nn,--,--,--,nn,--,--,np,np,nn,nn,--,--,--,nn,--,nn,--,--,np,--,--,--,np,--,nn,nn,--,--
*_SCFLD40_178688,<nnxnp>,--,np,--,--,--,np,np,--,--,np,--,nn,--,np,--,nn,nn,np,np,--,np,nn,nn,--,nn,--,np,--,nn,np,np,--,np,--,np,--,np,nn,--,--,nn,np,nn,np,np,nn,np,np,np,np,nn,--,--,np,np,--,nn,nn,np,--,nn,nn,np,--,np,--,--,np,np,np,--,nn,nn,nn,np,nn,--,nn,--,--,np,nn,--,--,np,--,nn,--,np,nn
*_SCFLD40_234265,<lmxll>,--,lm,lm,--,lm,--,--,--,ll,lm,--,--,--,ll,--,ll,lm,--,--,lm,--,ll,--,--,--,lm,lm,--,--,--,ll,--,--,--,--,lm,--,lm,--,--,ll,ll,ll,--,--,lm,ll,--,ll,ll,ll,lm,ll,--,--,--,--,lm,--,ll,ll,ll,lm,--,--,--,--,lm,--,lm,lm,lm,--,--,--,lm,--,--,lm,--,ll,--,--,--,--,lm,lm,--,lm,--
*_SCFLD40_234327,<hkxhk>,--,--,--,--,hk,--,hk,kk,hk,kk,--,hk,--,hk,--,--,--,hh,hk,kk,--,hh,hh,--,hh,--,kk,hh,hh,--,hk,--,hk,--,kk,--,--,--,--,--,--,hk,hh,--,--,hk,hk,--,--,hk,hk,--,--,--,kk,--,--,--,kk,--,hh,hh,kk,--,--,hk,hh,kk,hk,--,hk,hk,--,--,--,hk,hk,--,--,--,--,--,--,hk,kk,--,hk,--,kk,--
*_SCFLD40_571839,<nnxnp>,--,--,--,--,--,--,nn,nn,--,nn,nn,np,--,nn,np,np,np,--,nn,nn,nn,np,np,--,np,--,nn,np,np,nn,nn,--,--,np,--,--,nn,--,np,np,np,nn,--,--,nn,np,nn,--,nn,nn,--,np,--,nn,--,np,np,np,nn,--,--,np,nn,nn,nn,np,np,nn,--,--,np,np,np,np,nn,np,nn,np,nn,--,--,--,--,np,nn,--,np,np,nn,--
*_SCFLD40_682836,<hkxhk>,--,--,hh,--,--,--,hk,hh,--,hh,--,hk,--,hk,kk,kk,hk,hk,hk,--,--,kk,--,--,kk,--,hh,kk,--,hh,--,--,hk,--,--,--,hk,hk,--,--,--,--,--,hh,hh,hk,hk,hh,--,hk,hk,hk,hk,hk,--,hk,--,--,--,hk,kk,--,--,--,hk,hk,--,hh,hk,--,--,--,kk,--,--,--,--,kk,hh,--,--,--,hk,--,--,--,--,--,hh,--
*_SCFLD93_36857,<nnxnp>,--,--,--,--,np,--,nn,--,--,--,np,--,--,np,--,np,np,nn,nn,nn,np,--,np,--,--,np,nn,--,np,nn,--,--,--,--,--,nn,nn,--,--,--,np,--,--,--,nn,np,nn,nn,--,nn,nn,--,nn,nn,nn,--,--,--,nn,nn,nn,--,nn,--,--,np,nn,nn,nn,--,np,np,--,--,--,np,np,nn,nn,--,--,--,np,--,--,nn,np,np,nn,np
*_SCFLD93_36875,<nnxnp>,--,--,--,--,np,--,--,--,--,nn,np,--,--,np,np,np,np,nn,nn,nn,np,--,np,--,--,np,nn,np,np,nn,--,--,--,np,--,nn,nn,--,--,--,np,--,--,--,nn,np,nn,nn,--,nn,nn,--,nn,nn,nn,--,np,np,nn,nn,np,np,nn,--,--,np,nn,nn,nn,--,np,np,np,--,--,np,np,nn,--,--,nn,--,np,np,--,nn,np,np,nn,np
*_SCFLD93_38165,<lmxll>,--,lm,lm,--,ll,--,lm,--,--,lm,--,lm,--,ll,--,--,ll,--,ll,lm,--,ll,ll,--,--,--,--,lm,--,lm,--,--,ll,lm,--,lm,--,lm,--,--,ll,--,ll,--,--,--,lm,lm,lm,lm,ll,--,lm,lm,lm,--,--,--,--,--,ll,ll,lm,lm,--,--,--,--,--,--,--,lm,ll,--,--,ll,ll,ll,lm,--,lm,--,--,lm,--,--,--,--,--,--
*_SCFLD93_154664,<lmxll>,--,ll,--,--,ll,--,--,ll,--,ll,lm,ll,--,lm,--,--,--,lm,lm,ll,--,--,lm,--,lm,ll,ll,ll,ll,ll,lm,--,--,ll,--,ll,ll,ll,lm,--,lm,ll,--,lm,ll,ll,lm,ll,lm,lm,lm,ll,lm,ll,--,ll,--,--,ll,lm,lm,lm,ll,lm,lm,ll,lm,--,lm,--,lm,ll,lm,--,--,ll,--,lm,ll,lm,--,--,--,--,ll,--,ll,--,ll,ll
