V1,V2,V3
*_SCFLD78_351784,<lmxll>,--,ll,ll,--,--,--,--,--,lm,ll,--,--,--,lm,--,lm,--,--,lm,--,ll,lm,ll,--,ll,lm,--,ll,lm,--,ll,--,--,lm,lm,--,lm,lm,--,lm,ll,lm,ll,ll,lm,ll,ll,ll,lm,ll,lm,ll,--,ll,ll,--,--,ll,--,--,--,ll,--,lm,lm,lm,--,lm,--,--,ll,ll,lm,--,--,ll,ll,--,lm,lm,ll,--,lm,lm,ll,--,ll,ll,lm,ll
*_SCFLD78_351813,<lmxll>,--,--,ll,--,--,--,--,--,lm,ll,--,--,--,lm,--,lm,--,--,lm,--,ll,--,--,--,ll,lm,--,ll,lm,--,--,--,--,--,lm,--,lm,lm,--,lm,ll,lm,ll,ll,lm,ll,ll,ll,lm,ll,lm,--,--,ll,--,--,--,ll,--,--,--,ll,--,lm,lm,lm,--,lm,--,--,--,ll,lm,--,--,ll,ll,--,lm,lm,ll,--,lm,lm,ll,--,ll,--,lm,ll
*_SCFLD78_351819,<lmxll>,--,--,ll,--,--,--,--,--,lm,ll,--,--,--,lm,--,lm,--,--,lm,--,ll,--,--,--,ll,lm,--,ll,lm,--,--,--,--,--,lm,--,lm,lm,--,lm,ll,lm,ll,ll,lm,ll,ll,ll,lm,ll,lm,--,--,ll,--,--,--,--,--,--,--,--,--,lm,lm,lm,--,lm,--,--,--,ll,lm,--,--,ll,ll,--,lm,lm,ll,--,--,lm,ll,--,ll,--,lm,--
*_SCFLD78_373947,<lmxll>,--,--,ll,--,--,ll,lm,--,--,ll,ll,lm,--,lm,--,--,--,ll,--,--,ll,lm,ll,--,--,lm,ll,ll,--,ll,--,--,--,--,--,--,lm,lm,--,--,ll,--,ll,ll,--,ll,--,--,--,ll,ll,ll,--,ll,ll,lm,ll,--,ll,--,--,--,lm,--,--,lm,--,lm,lm,--,ll,ll,--,lm,--,ll,--,--,lm,lm,--,ll,lm,lm,--,--,--,--,lm,--
*_SCFLD78_373957,<lmxll>,--,--,ll,--,--,ll,lm,--,--,--,ll,lm,--,lm,--,--,--,ll,--,--,ll,lm,ll,--,--,lm,ll,ll,--,ll,--,--,--,--,--,--,lm,lm,--,--,ll,--,ll,ll,--,ll,--,--,--,ll,ll,ll,--,ll,ll,lm,ll,--,ll,--,--,--,lm,--,--,lm,--,lm,lm,--,ll,ll,--,--,--,ll,--,--,lm,lm,--,ll,lm,lm,--,--,--,--,lm,--
*_SCFLD78_448538,<nnxnp>,--,--,--,--,np,--,nn,nn,--,nn,--,nn,--,np,--,--,np,nn,nn,--,np,np,nn,--,np,--,np,nn,np,--,--,--,--,np,np,--,--,nn,--,--,np,nn,--,--,--,nn,nn,--,--,nn,nn,nn,np,np,--,np,--,--,np,np,np,nn,np,np,nn,--,np,--,nn,nn,nn,nn,--,--,--,np,--,--,np,--,--,--,np,--,np,--,nn,np,--,np
*_SCFLD78_448562,<hkxhk>,--,--,--,--,--,--,hk,hh,--,hh,--,hk,--,kk,--,--,kk,hh,hk,--,hk,kk,hh,--,hk,--,hk,hh,kk,--,--,--,--,kk,kk,--,--,hk,--,--,hk,--,--,--,--,hh,hh,--,--,hh,hk,--,kk,hk,--,kk,--,--,hk,hk,hk,hh,kk,--,hk,--,kk,--,hk,hh,hh,hh,--,--,--,--,--,--,kk,--,--,--,hk,--,hk,--,hh,hk,--,hk
*_SCFLD78_609442,<lmxll>,--,--,--,--,lm,--,--,ll,--,--,--,lm,--,lm,--,lm,--,ll,--,--,ll,lm,--,--,--,lm,ll,--,lm,--,ll,--,--,--,lm,lm,lm,--,--,--,ll,--,--,ll,--,--,ll,ll,lm,ll,lm,ll,lm,ll,ll,lm,--,--,ll,ll,ll,--,--,--,--,--,--,lm,--,ll,ll,ll,lm,--,--,ll,ll,lm,lm,lm,ll,--,lm,lm,--,ll,ll,--,lm,--
*_SCFLD78_609493,<lmxll>,ll,ll,ll,--,--,--,--,--,lm,ll,--,lm,--,lm,--,lm,lm,--,lm,--,ll,lm,ll,--,--,lm,ll,--,lm,--,ll,--,ll,--,lm,--,--,lm,--,--,ll,lm,--,--,--,ll,--,--,lm,ll,lm,ll,--,--,ll,--,--,--,ll,ll,ll,ll,lm,--,lm,--,lm,lm,lm,ll,ll,ll,lm,--,--,ll,--,lm,lm,lm,ll,--,lm,lm,ll,--,ll,--,lm,--
*_SCFLD78_609501,<lmxll>,ll,ll,ll,--,--,--,--,--,lm,ll,--,lm,--,lm,--,lm,lm,--,lm,--,ll,lm,ll,--,--,lm,ll,--,lm,ll,ll,--,ll,--,lm,--,--,lm,--,--,ll,lm,--,--,--,ll,--,--,lm,ll,lm,ll,--,--,ll,--,--,--,ll,ll,ll,ll,lm,lm,lm,--,lm,lm,lm,ll,ll,ll,lm,--,--,ll,--,lm,lm,lm,ll,--,lm,lm,ll,--,ll,--,lm,--
*_SCFLD78_609550,<lmxll>,ll,ll,ll,--,lm,--,--,--,lm,ll,--,lm,--,lm,ll,lm,lm,--,lm,--,ll,lm,ll,--,--,lm,ll,ll,lm,ll,ll,--,ll,--,lm,lm,lm,lm,--,lm,ll,lm,--,ll,lm,ll,ll,ll,lm,ll,lm,ll,--,ll,ll,--,--,ll,ll,ll,ll,ll,lm,lm,lm,--,lm,lm,lm,--,ll,ll,lm,--,--,ll,ll,lm,lm,lm,ll,--,lm,lm,ll,ll,ll,ll,lm,--
*_SCFLD78_859522,<nnxnp>,--,--,--,--,--,nn,nn,--,--,nn,--,--,--,np,--,nn,--,--,nn,--,--,np,--,--,--,nn,np,--,--,--,nn,nn,--,np,np,--,--,nn,nn,--,np,--,--,nn,--,nn,nn,--,nn,nn,nn,nn,--,np,nn,--,--,--,--,np,--,nn,np,np,nn,--,np,--,--,--,--,nn,--,--,np,np,nn,--,np,--,np,--,np,--,np,--,nn,--,np,--
*_SCFLD78_859537,<nnxnp>,--,--,--,--,--,nn,nn,--,--,nn,--,--,--,np,--,nn,--,--,nn,--,np,np,--,--,--,nn,np,nn,--,--,nn,nn,--,np,np,--,--,nn,nn,--,np,--,--,nn,--,nn,nn,--,nn,nn,nn,nn,--,np,nn,--,--,--,--,np,--,nn,np,np,nn,--,np,--,--,--,nn,nn,--,--,np,np,nn,--,np,--,np,--,np,--,np,--,nn,--,np,--
